"","q_num","status_description","way_forward","file"
"324","3.2d","Status description: Limited data and information sharing on an ad-hoc or informal basis.","Way forward: Adoption of Water Strategy will be significant step towards setting of data and information sharing arrangements among transboundary basin countries","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"325","4.1a","Status description: Sufficient budget allocated and funds disbursed for most planned programmes or projects.","Way forward: Water strategy envisages extension of investment to for water resources infrastructure","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"326","4.1b","Status description: This work is done under different development projects","Way forward: Water strategy considers sufficient budget allocation and funds disbursing for most planned programmes or projects.","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"327","4.2a","Status description: This work is done under different development projects","Way forward: Water strategy considers sufficient budget allocation and funds disbursing  for most of plans, programmes or projects.","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"328","4.2b","Status description: Some revenue raised, but generally not used for IWRM activities.","Way forward: Water strategy considers sufficient revenues raising for IWRM elements","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"329","4.2c","Status description: Funding less than 50% of that expected as contributions and by regulation.","Way forward: Full funding of that expected as contributions and by regulation","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"330","4.2d","Status description: Allocations made for at least half of the elements but insufficient for others.","Way forward: By applying of Water strategy can be expected that planned budget allocations for all elements of the IWRM approach fully utilised, budgets reviewed and revised.","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"331","1.1a","Status description: Critical policy framework exists, but has not been implemented. In 2007, the state water corporation, Water & Sewerage Corporation (WSC) commissioned the creation of an IWRM Plan, which included policy recommendations and objectives for advancing IWRM implementation. However, due to poor coordination and participation, The Bahamas is not succeeding in implementing this effort. Most of the decision-making lies within a single sector and WSC does not have the human or financial capital to move the initiative forward.","Way forward: With the creation of the Department of Environmental Planning & Protection (DEPP), water resource management is supposed to centralized. Presently, responsibility for water resource management is spread across a wide variety of government entities including, but not limited to, WSC, Department of Environmental Health Services (DEHS), and the Ministry of Public Works.  Public education is also needed to increase transparency and accountability.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"332","1.1b","Status description: The recently enacted Environmental Planning & Protection Bill (2019) prioritizes “the integrated protection of the environment of The Bahamas” and “the sustainable management of [The Bahamas’] natural resources,” including surface waters, wetlands and groundwater (s. 6.1-2; p. 11). However, coordinated development and management between all the different stakeholders requires additional, detailed strategic planning and oversight. Very important details on how the laws are to be implemented and enforced are not defined. Water and sanitation are guided by the following: Water Supplies (Out Islands) Act (1953); Out Islands Utilities Act (1965); WSC Act (1976); Environmental Health Services Act (1987); Ministry of Public Works & Utilities; Ministry of Agriculture, Fisheries & Local Government; Public Utilities Commission Act (1993); Environment, Planning & Protection Act (2019).","Way forward: In addition to clearly defining IWRM in legislation, Bahamian lawmakers can also strengthen the legislative functions of the Department of Environmental Planning & Protection (DEPP) for water resources management. Stronger implementation of policies and regulations regarding water pollution (especially in the cruise industry) are also recommended. Lawmakers should also initiate the creation of a water resources life cycle management plan whereby stakeholders (public and private) have shared input and accountability values.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"333","1.1c","Status description: The IWRM Plan was completed in 2007 and is generally being applied. Enforcement of the legal aspects relative to water is fragmented between agencies. No specific groundwater legislation has been enacted to date; there is reliance on the Forestry Act, which enables creation of Forestry Reserves, for the protection of the primary water resource areas.","Way forward: A more detailed national action plan with assigned multi-year funding for implementation is required. This must be accompanied with accountability and transparency.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"334","1.2a","Status description: The Out-Islands Water Supplies Act details provisions for water supply by means of stand pipes and taps in public spaces on Family Islands. While the 2007 IWRM Plan speaks to some subnational policy issues (e.g. wetland restoration, agricultural water supply, and wastewater management), the Plan is focused in New Providence, where the majority of the water demand is.","Way forward: Strengthen IWRM implementation at the subnational level. Also, since fresh water is an increasingly scarce resource, it is recommended to encourage installation of rainwater catchment systems not only in Family Islands, but in the capital as well. Rainwater systems can reduce dependence on well water in some locations. Contamination of aquifers threaten the quality of well water.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
